   1,  16, 109.974,1.455e+02,2.527e-05,9.414e-08,0.000e+00,0.000e+00, Good
   1, 256, 110.217,2.323e+03,1.071e+01,8.822e-02,0.000e+00,0.000e+00, Bad
   1,  64, 437.297,1.464e+02,4.005e-05,1.037e-07,0.000e+00,0.000e+00, Good
  16,  16, 114.964,2.227e+03,8.392e-05,9.804e-08,0.000e+00,0.000e+00, Good
  16, 256, 115.105,3.559e+04,1.472e+01,1.084e-01,1.000e+00,0.000e+00, Bad
  16,  64, 443.083,2.311e+03,1.068e-04,1.014e-07,0.000e+00,0.000e+00, Good
   4,  16, 112.047,5.712e+02,4.864e-05,9.914e-08,0.000e+00,0.000e+00, Good
   4, 256, 111.962,9.146e+03,1.416e+01,1.051e-01,0.000e+00,0.000e+00, Bad
   4,  64, 440.692,5.809e+02,8.392e-05,1.025e-07,0.000e+00,0.000e+00, Good
